,ENCFF697HYA,ENCFF343RGE,ENCFF652ODI,ENCFF375BRV,ENCFF985RQJ,ENCFF330FJJ,ENC4_96,ENCFF404KPA,ENCFF849AXD,ENCFF165FED,ENCFF379DIZ,ENCFF851ANC,ENCFF572XTJ,ENCFF154DXX,ENCFF025FWJ,ENCFF029ISG,ENCFF161OLK,ENCFF671ZNH,ENCFF445FDO,ENCFF721EFA,ENCFF467CBW,ENCFF102FBO,ENCFF806AZX,ENCFF493QIX,ENCFF019UKW,ENCFF416PRK,ENCFF249CRJ,ENCFF412MPY,ENCFF012JGW,ENCFF242CUN,ENCFF827ROM,ENCFF862HPX,ENCFF378UCJ,ENCFF221TXA,ENCFF585ZQW,ENCFF065WRR,ENCFF956BAL,ENCFF385QZD,ENCFF498GDT,ENCFF991OTZ,ENCFF520TSX,ENCFF174IVI,ENCFF993DXL,ENCFF584KCO,ENCFF156WYO,ENCFF596SHW,ENCFF045TDA,ENCFF576ASU,ENC4_100,ENCFF820WYV,ENCFF588XBZ,ENC4_98,ENCFF971DKB,ENCFF544EMI,ENCFF042BAS,ENCFF317BBO,ENCFF495VKU,ENCFF376TSX,ENCFF123PWO,ENCFF723WVP,ENCFF118WQY,ENCFF243NHM,ENCFF076HOW,ENCFF686YKV,ENCFF813YRI,ENCFF766VLD
MIR1-2,0,0.0895980755766935,0,4.03807436560258,5.10750067563351,0.340571847377495,0,4.80339840437109,1.78270994195051,1.28972048919614,6.21467105163498,0.391719212534701,0.331440147212456,0,0,0.431432255860036,1.19164854566445,0,0.551160054123917,0.053439694000037,0.21154217844302,0.166731942222047,0.75994179605784,0,0.709698023491005,0.693024946472486,0.340073784675482,0.444110802092236,0,0,0,0,0,1.32607668807573,0.211040187538752,125.366500746188,0.349358159189936,0,15.0264783887454,0,3.69843289612017,5.82479242806108,8.77136718752141,5.27414437367464,108.039014392438,22.6581799914028,16.4041033692857,0.191378525032949,0.278009735715605,29.9249375983065,4.99714627253936,4.2039135467652,31.0370712553413,19.9834646625733,933.266800909881,1353.69113785631,2.47869438243577,2.08722451618136,1.70367648273946,0.542412596990153,1.60812489019522,3.113790354723,52.402606579756,46.4542503058238,15.2430698018274,9.74531193836974
MIR1304,6.37551957419376,11.2893575226634,4.65839207726377,9.77639056935361,8.66054462390031,12.0903005819011,16.9807547253667,10.2072216092886,3.78825862664483,7.48037883733761,9.32200657745247,7.63852464442668,47.0645009041687,64.5521267007168,90.9530276337108,33.2202837012228,65.5406700115447,16.5679608463472,109.129690716536,15.8181494240109,24.0452942830233,1.83405136444251,3.98969442930366,1.13455243513716,9.93577232887406,10.048861723851,3.85416955965546,5.32932962510683,75.167977418926,40.079046567577,43.9094610647688,32.8080238484508,37.4214251759959,3.44779938899691,4.8539243133913,16.6828220171053,3.14422343270943,2.82254415828828,2.31176590596083,3.41999018462817,22.3852517396747,20.3867734982138,16.9945239258227,22.2267512890574,6.38205148309759,6.79745399742085,5.85860834617345,19.9033666034267,19.6460213239027,3.07447989023697,22.7251175727385,22.9978799911273,7.57881972514147,13.3223097750489,2.99123974650603,4.5269745436904,23.2997271948963,16.6977961294509,9.54058830334096,4.1584965769245,2.81421855784164,6.22758070944599,9.52774665086472,8.60263894552293,5.71615117568527,6.3457845180082
MIR302B,0.490424582630289,0,0,259618.002415619,269430.431510526,250407.579358349,222454.385709668,268782.263451392,330105.959822175,295737.551166436,272311.737221957,258906.225945992,72.5853922395278,206.017425640585,4.40843756387884,0.215716127930018,0,0.309681511146676,0,0,0,131.051306586529,59.8454164395549,0.283638108784291,132.003832369327,75.1932066922647,267318.059108225,249461.182569362,2.55673392581381,2.67193643783847,0,0,0,18.2998582954451,0.211040187538752,2.94402741478329,342640.001788714,325310.832675432,329066.728544934,277931.914835404,9102.8166291665,20589.3670598523,127564.73406037,137517.286949996,6.38205148309759,21.0397385634455,9.08084293656885,73276.9872427075,79051.4196613489,588.660416317372,80876.6707869328,67306.6341959681,933.277514724564,1017.19753458903,75.8687172068347,102.988670868957,347.512952417495,303.542079638946,331698.1446452,340034.660164948,215.086704063611,37902.6130928657,3128.8061362923,2233.67520220503,1202.29713061914,7956.4806097755
MIR1306,32.6132347449142,21.3243419872531,9.71836967842959,36.3426692904232,42.6365273792015,84.7172470351518,132.282175700079,28.8203904262266,17.1585831912736,13.9289812833183,24.8586842065399,22.1321355082106,35.4640957517328,76.5698098630842,83.760313713698,99.8765672315984,96.7618619079533,38.0908258710412,841.621402647222,76.8997196660532,132.495917764811,40.0156661332912,44.0766241713547,17.0182865270575,93.3252900890671,38.8093970024592,19.6109215829528,23.6859094449192,278.172651128542,258.109059895196,213.613594369146,148.298895678603,256.526581278929,49.8604834716475,163.97822571761,60.3525620030574,14.3236845267874,6.14318434450978,12.7147124827846,12.3974644192771,314.950759259075,157.997494611157,543.276555177108,492.379049742339,47.4095253030107,130.446379093362,51.2628230290177,390.220812542183,401.631398197144,205.170291341814,893.299386052989,1220.86595178705,339.603302921815,351.865711117468,44.5966653115444,38.730782207129,606.784384820277,294.000481850688,80.4135299853024,75.3953509816312,83.6224942901516,233.015311545104,189.496294500532,209.904390270759,142.268651483722,56.2055200166441
MIR6721,0.245212291315145,0.268794226730081,0.0803171047804098,1.91277206791701,1.11032623383337,1.2771444276656,2.09638947226749,0.300212400273193,0.222838742743813,0.515888195678456,0.776833881454373,0.783438425069403,0.994320441637367,4.12034851281171,3.94439150452317,5.60861932618047,5.00492389179069,2.0129298224534,3.58254035180546,0.53439694000037,0.564112475848053,1.00039165333228,0.9499272450723,0.283638108784291,1.41939604698201,0,2.26715856450321,1.33233240627671,3.06808071097657,6.41264745081232,8.30719533657789,1.15987963100584,0.542339495304289,3.44779938899691,4.4318439383138,5.39738359376936,1.57211171635471,1.16222406517753,2.31176590596083,0.427498773078521,13.2364966808511,3.64049526753818,20.8319970703634,21.8500266909378,2.73516492132754,1.94212971354881,0.585860834617345,8.10169089306151,7.78427260003694,4.91916782437915,28.1981825379007,32.8894412776336,10.1050929668553,4.31015904486876,0.543861772092005,1.25749292880289,9.91477752974309,11.3306473735559,1.02220588964367,2.35045458695733,1.60812489019522,9.34137106416899,12.1743429427716,6.4519792091422,6.35127908409475,2.03971645221692
MIR1292,14.2223128962784,7.61583642401895,4.899343391605,6.3759068930567,13.7680452995338,18.6463086439178,24.3181178783029,4.5031860040979,3.78825862664483,3.61121736974919,2.71891858509031,4.89649015668377,16.2405672134103,22.6619168204644,41.9961683716879,58.890502924895,57.1991301918935,32.052036403681,17.3615417049034,1.81694959600126,1.33976713013913,5.50215409332754,6.07953436846272,5.67276217568582,10.2906213406196,7.2767619379611,4.19424334433094,5.62540349316832,43.4644767388347,44.8885321556863,52.2166564013467,2.48545635215536,3.79637646713002,6.63038344037866,18.3604963158714,35.3283289773994,0.873395397974841,1.66032009311075,1.15588295298042,5.55748405002078,47.6903189236548,35.3128040951203,26.8623120117843,26.3707218683732,13.2199637864164,9.71064856774407,4.10102584232142,26.9843720296458,29.4690319858541,17.217087385327,69.6031087960839,70.4773741663578,18.4057050467721,17.240636179475,3.53510151859803,3.52098020064809,75.3523092260475,64.107610139856,5.45176474476626,4.88171337291137,4.82437467058567,31.13790354723,21.1727703352549,19.3559376274266,19.0538372522842,8.61213613158256
MIR205,33.83929620149,1708.8144973987,1817.73671539024,484.356393642541,492.540717328484,304.215802669947,450.094819695831,622.640518166603,453.254002740917,130.777657604489,212.464066577771,327.47726167901,5.63448250261175,7.21060989742049,4.40843756387884,38.3974707715432,0.23832970913289,0.154840755573338,0,0.160319082000111,1.26925307065812,1324.51854901194,538.228777057965,53.2294184151853,1.41939604698201,1.38604989294497,523.940344256692,814.647247971191,2.04538714065105,2.67193643783847,2.96685547734925,0.994182540862145,4.60988571008646,0.530430675230293,2915.7312310354,5.15204797587075,1621.54589588009,474.353450601742,493.273050184392,520.693505609639,12061.3682916997,4533.50875666529,298.774694824948,293.845186533301,1.82344328088503,7.12114228301232,24.6061550539285,346.714094518026,407.469602647172,27778.335738943,84.3565882673906,118.698735438076,3163.61589098048,4165.96463318587,0.815792658138008,1.25749292880289,223.08249441922,112.710123873793,99.3243389437104,99.9847220451848,4.42234344803686,2388.79616713166,22390.2046295321,22390.9486474071,11027.7258737137,27238.1468677434
MIR6890,0.490424582630289,0.0895980755766935,0.0803171047804098,0,0.222065246766674,0.340571847377495,0.838555788906997,0,0,0,0,0,1.32576058884982,0,0,1.07858063965009,0.714989127398669,0.309681511146676,0.275580027061959,0.053439694000037,0,0.333463884444093,0,0.0945460362614304,0,0,0,0.29607386806149,0,0.534387287567693,0,0,0,0,1.05520093769376,0.245335617898607,0,0,0,0,0.389308725907386,0,1.09642089844018,1.13017379435885,0.455860820221257,0,0,1.21206399187534,1.01936903095722,1.63972260812638,0.951837385245592,0.494578064325318,1.44358470955076,0.391832640442614,0,0,1.48721662946146,0.298174930883051,0.170367648273946,0,0.402031222548806,2.075860236482,0,0.430131947276146,0,0.453270322714872
MIR6751,0.245212291315145,0.268794226730081,0.0803171047804098,0,0,0.0851429618443736,0,0.600424800546387,0,0.257944097839228,0,0,0.662880294424912,0,0.232023029677834,0.215716127930018,0,0.774203777866691,0.275580027061959,0.053439694000037,0,1.00039165333228,1.13991269408676,0.472730181307152,1.06454703523651,0.346512473236243,0.113357928225161,0,2.55673392581381,0.534387287567693,0,0.331394180287382,0,0.530430675230293,0.844160750155009,1.47201370739164,0.174679079594968,0,0,0,2.14119799249062,0.546074290130727,0,1.50689839247847,0,0,0,1.21206399187534,1.20470885476762,1.22979195609479,2.37959346311398,2.96746838595191,2.52627324171382,1.17549792132784,0,0,1.98295550594862,0.596349861766102,0.170367648273946,0.180804198996717,0,1.037930118241,2.11727703352549,3.01092363093303,0,0.679905484072308
MIR564,0,3.22553072076097,1.20475657170615,0.212530229768557,0,0.170285923688747,0.209638947226749,0,0,0,0,0.391719212534701,0,0.343362376067642,0.232023029677834,0,0.23832970913289,0,0,0,0,0.166731942222047,0.37997089802892,0,0,0,0,0.29607386806149,2.04538714065105,0.534387287567693,1.78011328640955,0,0,0,0,0,0,0,0,0,0.389308725907386,0,1.09642089844018,0.376724598119617,0,0,0,0.446549891743548,0.55601947143121,0.204965326015798,1.78469509733549,1.73102322513861,0.360896177387689,0,0.271930886046003,0,2.47869438243577,0,0,0,0.402031222548806,0,0.529319258381373,0,0.635127908409475,0
