,ENCFF697HYA,ENCFF343RGE,ENCFF652ODI,ENCFF375BRV,ENCFF985RQJ,ENCFF330FJJ,ENC4_96,ENCFF404KPA,ENCFF849AXD,ENCFF165FED,ENCFF379DIZ,ENCFF851ANC,ENCFF572XTJ,ENCFF154DXX,ENCFF025FWJ,ENCFF029ISG,ENCFF161OLK,ENCFF671ZNH,ENCFF445FDO,ENCFF721EFA,ENCFF467CBW,ENCFF102FBO,ENCFF806AZX,ENCFF493QIX,ENCFF019UKW,ENCFF416PRK,ENCFF249CRJ,ENCFF412MPY,ENCFF012JGW,ENCFF242CUN,ENCFF827ROM,ENCFF862HPX,ENCFF378UCJ,ENCFF221TXA,ENCFF585ZQW,ENCFF065WRR,ENCFF956BAL,ENCFF385QZD,ENCFF498GDT,ENCFF991OTZ,ENCFF520TSX,ENCFF174IVI,ENCFF993DXL,ENCFF584KCO,ENCFF156WYO,ENCFF596SHW,ENCFF045TDA,ENCFF576ASU,ENC4_100,ENCFF820WYV,ENCFF588XBZ,ENC4_98,ENCFF971DKB,ENCFF544EMI,ENCFF042BAS,ENCFF317BBO,ENCFF495VKU,ENCFF376TSX,ENCFF123PWO,ENCFF723WVP,ENCFF118WQY,ENCFF243NHM,ENCFF076HOW,ENCFF686YKV,ENCFF813YRI,ENCFF766VLD
MIR4524B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3137,0,2,3,0,0,6,1,0,0,0,1,1,0,0,4,4,7,5,0,4,7,0,0,0,2,2,0,0,0,2,9,6,3,1,1,0,0,0,0,0,1,2,1,0,0,1,0,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIR5188,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,3,0,1,0,0,1,0,0,0,2,2,0,0,1,2,0,0,0,0,1,1,3,2,0,1
MIR4291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3136,22,60,67,0,0,2,2,1,0,1,1,1,10,11,10,22,34,44,19,188,159,14,23,8,0,1,0,1,4,2,0,31,23,4,2,7,0,3,1,0,6,5,1,1,1,1,1,8,7,3,10,5,1,1,1,8,1,6,0,0,2,6,0,1,1,0
MIR4493,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4476,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIR4682,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,3,1,1,6,3,0,0,0,0,0,2,0,0,1,0,0,0,0,1
MIR4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3180-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4679-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR466,650,951,683,1,1,0,0,2,1,0,3,0,27,30,119,1963,1237,778,8,3,3,12,7,3,11,6,2,0,2,0,3,0,2,9,6,1,5,1,6,1,226,62,10,18,8,12,5,43,31,366,128,62,98,157,7,28,97,101,4,5,3,14,155,207,88,457
MIR4999,6,31,11,2,3,13,5,1,5,0,0,5,11,13,25,14,15,5,12,29,13,2,3,6,1,3,3,4,1,0,3,6,9,3,9,6,4,2,4,2,20,18,5,14,6,1,2,29,18,11,36,14,6,6,3,6,5,13,8,6,5,4,0,7,4,12
MIR4252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3944,14,88,78,4,3,53,39,2,4,2,5,4,6,7,50,29,108,70,24,158,75,4,8,14,1,0,10,10,38,19,0,68,50,3,17,21,3,2,4,0,57,73,5,4,0,10,5,111,87,7,43,24,5,5,0,5,13,8,9,5,1,10,4,2,3,6
MIR3128,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,7,5,6,7,2,0,0,1,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR4261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4779,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,2,0,1,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MIR4459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4684,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,2,1,0,2,0,0,0,2,0,0,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,1
MIR4652,0,0,0,3,3,1,1,0,0,0,0,1,4,2,18,0,0,0,13,18,14,12,17,3,0,0,2,1,0,0,0,12,5,0,0,0,2,5,3,0,0,0,1,2,0,0,0,2,2,0,7,2,0,0,0,0,2,4,1,0,0,0,0,0,0,0
MIR4782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
MIR4308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3121,2,8,5,3,0,1,1,1,1,1,0,0,0,6,2,2,7,7,16,18,10,2,1,0,0,1,0,1,0,0,0,0,4,2,0,1,0,2,1,0,0,0,2,0,0,0,0,2,1,0,0,0,2,1,0,1,0,2,4,0,0,0,0,2,0,1
MIR3941,0,0,0,2,1,2,2,0,0,0,0,0,6,9,19,14,8,7,0,0,1,1,4,4,1,0,2,2,1,0,0,0,0,0,0,3,0,0,2,0,0,1,0,2,1,4,0,1,1,2,6,4,2,4,0,3,1,1,0,0,1,1,0,0,0,1
MIR4733,0,7,2,0,1,8,7,2,2,0,0,0,0,7,1,12,17,13,6,13,11,3,2,5,2,0,4,3,1,1,4,6,1,1,2,5,3,0,2,0,6,3,2,3,1,5,1,19,11,8,22,16,3,1,2,1,8,10,1,0,3,2,1,1,5,3
MIR4502,0,1,0,2,1,1,1,0,1,0,0,4,2,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3682,1,2,0,0,0,4,2,2,2,1,2,2,1,2,6,9,11,4,4,4,6,0,1,0,5,1,0,1,0,4,2,7,6,1,1,0,0,0,0,1,4,1,1,4,0,1,2,10,6,0,5,2,0,2,0,1,2,2,2,1,0,0,1,2,0,1
MIR3672,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,11,65,0,0,0,0,0,0,0,0,0,0,29,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MIR3680-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR548AQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4443,17,43,14,3,0,45,28,0,0,1,3,1,2,6,8,38,11,5,117,47,19,0,0,1,3,1,16,16,48,68,38,6,12,18,123,1,5,4,9,0,13,2,11,14,1,19,8,649,522,5,372,212,9,16,3,4,23,13,4,3,8,10,4,0,5,25
MIR3156-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR1269B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4435-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4436A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR548V,0,0,0,0,0,0,0,0,0,0,0,0,7,2,15,4,17,26,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0
MIR5697,5,33,8,2,1,0,0,1,0,1,0,0,10,15,27,14,47,17,73,117,66,2,5,1,0,0,0,1,2,0,0,15,15,1,4,7,0,0,0,0,4,5,2,8,1,1,1,26,15,1,13,4,2,3,2,2,4,7,2,2,2,2,1,0,1,5
MIR4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5690,31,120,100,3,3,2,2,1,3,1,2,1,20,25,28,14,60,24,206,129,69,8,13,4,0,1,2,4,3,2,2,123,55,0,0,7,0,2,3,0,0,3,1,6,4,7,10,7,5,1,2,1,13,14,6,9,6,19,2,4,9,0,0,0,0,0
MIR3180-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
MIR3164,2,24,17,1,0,4,2,3,2,0,1,1,5,12,23,1,11,10,4,12,31,3,3,2,0,0,6,3,4,0,0,7,3,1,2,7,1,1,2,1,4,1,0,4,1,2,1,16,13,2,19,8,5,2,5,7,6,7,3,4,0,1,2,3,2,6
MIR3918,6,8,0,0,3,4,4,2,0,0,0,0,2,4,4,0,2,2,5,1,0,1,1,3,3,0,1,0,11,2,2,5,1,1,2,1,0,1,0,0,4,8,0,3,0,1,0,8,5,5,16,11,3,3,1,0,3,2,3,1,1,1,0,1,0,5
MIR1268B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3143,29,115,117,2,7,8,4,0,4,2,2,4,21,29,26,5,8,2,8,13,27,24,15,16,0,2,5,11,4,1,0,4,3,7,3,2,4,6,0,0,11,3,15,19,1,0,1,8,6,32,29,14,6,2,1,4,47,102,15,10,1,13,3,4,18,21
MIR3978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
MIR4756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,10,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
MIR3659,22,397,100,34,34,231,105,40,44,18,28,40,77,152,260,26,185,74,12,16,7,9,15,7,0,1,42,29,1,1,0,4,1,0,0,4,8,8,8,0,158,154,50,69,18,9,15,388,300,4,202,101,4,3,4,12,124,202,124,129,0,4,7,6,16,14
MIR5707,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4471,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4695,0,3,0,1,0,5,3,2,1,0,0,1,0,1,0,11,15,11,1,4,0,3,2,1,0,0,2,0,0,4,0,1,2,1,3,2,0,0,0,0,1,9,4,8,0,0,1,20,13,1,20,10,1,3,0,0,3,11,1,1,0,2,0,1,3,2
MIR4539,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR548AG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3139,0,11,11,0,0,6,3,0,2,2,0,4,0,0,1,11,22,12,5,12,6,5,5,4,0,0,2,0,1,1,0,3,4,4,1,0,1,0,4,1,20,3,5,12,0,0,0,28,22,18,39,15,5,3,1,1,19,40,1,1,0,8,2,3,3,9
MIR3612,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,11,1,10,14,0,0,0,0,0,7,77,39,37,33,0,0,14,20,9,7,0,0,7,12,13,7
MIR3929,0,0,0,0,0,1,1,0,0,0,0,0,75,108,61,48,58,25,8,5,1,13,10,31,0,0,3,3,2,0,0,1,1,1,25,9,1,0,0,0,33,75,94,122,0,1,0,4,3,3,445,199,0,0,5,11,2,2,1,1,0,0,83,85,1,2
MIR548AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,26,14,0,0,0,1,5,5,0,0,0,1,0,0,2,1
MIR3690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4664,3,7,2,19,8,209,168,5,7,12,12,28,17,16,45,20,14,10,61,57,100,19,9,16,1,0,42,39,0,0,4,35,25,0,15,15,14,14,14,5,26,17,10,21,1,1,0,79,57,12,124,64,9,11,0,1,21,19,19,18,1,34,4,3,6,10
MIR548AJ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4508,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4774,5,4,6,1,0,1,0,0,0,1,0,3,2,3,0,0,5,2,7,0,2,3,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,7,1,4,1,3,0,0,2,3,1,1,0,1,1,0,0,1,1
MIR548AE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MIR4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
MIR3144,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,119,140,124,5,16,27,2,9,2,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MIR4438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4427,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
MIR4506,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3670-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3118-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
MIR3907,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,5,2,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0
MIR1273G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3177,7,11,7,8,13,53,24,18,10,4,7,9,31,69,45,47,97,36,34,12,12,20,25,23,8,4,5,6,24,21,40,5,1,8,12,12,4,3,2,6,62,62,170,209,3,5,10,304,211,19,1390,814,40,38,12,25,33,41,27,16,7,18,18,34,7,8
MIR4422,1,16,3,1,2,7,5,2,0,4,1,3,0,2,2,1,0,1,14,23,14,1,0,1,0,5,5,4,0,1,0,3,1,0,1,2,4,1,2,0,3,3,3,0,1,7,0,6,3,7,5,3,2,1,0,0,3,4,6,3,5,2,1,0,2,5
MIR3939,11,81,20,19,8,72,41,6,6,10,15,32,1,4,2,14,48,22,31,49,42,5,4,23,1,0,26,21,5,4,0,38,31,4,4,9,13,8,3,5,14,14,15,15,0,6,3,166,111,12,103,71,9,4,1,3,32,23,11,8,1,9,0,1,3,10
MIR548AG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR548X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3689D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MIR4797,0,0,7,0,0,0,0,1,1,0,0,0,2,0,1,3,2,3,2,3,6,1,0,0,0,0,1,0,0,1,0,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,0
MIR4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5704,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
